Date,Open,High,Low,Close,Volume,__Cc1_ID_High,__Sc1_ID_High,__Sbc1_D_High,__Hgc1_D_High,__Gcc1_D_High,__Ccc1_D_High,__Kcc1_D_High,__Ctc1_D_High,__Boc1_D_High,__Lcc1_D_High,__Lhc1_D_High,__Smc1_D_High,__Oc1_ID_High,__Wc1_ID_High,__Plc1_D_High,__NGC1_D_High,__PAC1_D_High,__SIC1_D_High,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Change in private inventories,Net exports of goods and services,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
2011/10/18,1200.75,1233.1,1191.48,1225.38,484017,646.75,1253,28.08,3.3555,1666,2607,236,100.82,52.9,121.625,91.475,324.7,341.25,630,1536.7,3.698,619.4,3180.1001,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/19,1223.46,1229.64,1206.31,1209.88,484639,651.25,1259,28.26,3.308,1659.3,2648,239.25,101.42,52.99,122.125,91.35,327.4,343.75,637.75,1519.1,3.635,607.9,3184,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/20,1209.92,1219.53,1197.34,1215.39,487029,651,1226.25,27.1,3.19,1643.8,2611,236.85,100.04,51.57,121.8,90.85,321.2,339.75,632.25,1499.4,3.724,583.9,3037.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/21,1215.39,1239.03,1215.39,1238.25,498077,665.5,1245.75,27.35,3.219,1647.4,2594,246.7,98.8,52.37,122.3,90.475,325.5,343.5,649.5,1508.1,3.651,617.75,3128,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/24,1238.72,1256.55,1238.72,1254.19,430938,661.75,1239.75,27.3,3.447,1657.8,2632,251.5,98.39,52.35,123,89.8,323.1,345,646.75,1539.3,3.678,638.1,3200,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/25,1254.19,1254.19,1226.79,1229.05,447397,658.5,1236,27.7,3.482,1706.8,2674,252.5,100.63,52.38,123,89.05,323.9,344,647,1565.5,3.7,651.7,3321,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/26,1229.17,1246.28,1221.06,1242,487353,655.5,1233.5,27.21,3.5725,1723.6,2720,240.5,100.73,51.82,122.55,87.85,324,340.25,643.25,1594.4,3.693,645.75,3362,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/27,1243.97,1292.66,1243.97,1284.59,636761,657.5,1243,27.09,3.689,1746.7,2767,240.95,104.32,52.5,122.125,88.1,324.8,336.25,647.75,1637.6,3.6,669.75,3532,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/28,1284.39,1287.08,1277.01,1285.09,453669,657,1241.75,27.17,3.712,1752,2764,236.7,105.05,52.34,121.9,87.425,324.6,336.25,652.75,1641.8,3.94,668.25,3545.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/10/31,1284.96,1284.96,1253.16,1253.3,431021,655.75,1219,26.22,3.691,1741.9,2734,233.5,104.64,51.73,121,88.45,318,335.5,648,1597.6,3.978,651.05,3447,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/1,1251,1251,1215.42,1218.28,564554,660.25,1212.75,26.02,3.56,1720.1,2667,226.4,102.75,51.32,121.6,88.9,318,335,634,1578.8,3.955,634.9,3342,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/2,1219.62,1242.48,1219.62,1237.9,411053,659.5,1208,25.99,3.616,1741.4,2675,227.5,100.7,51.25,122.975,88.175,315.5,336.25,638.5,1598.3,3.804,648.55,3392.8999,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/3,1238.25,1263.21,1234.81,1261.15,484914,658.5,1223,25.78,3.5905,1766,2736,230.1,99.44,52.09,124.85,87.3,317.6,337.5,644.25,1644.6,3.863,662,3479.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/4,1260.82,1260.82,1238.92,1253.23,383065,657.5,1220.25,25.95,3.5745,1761.2,2744,231.4,99.82,52.13,125.375,87.125,316.4,331.75,640,1626.8,3.847,655.2,3418,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/7,1253.21,1261.7,1240.75,1261.12,342974,656.5,1213.25,25.85,3.55,1797,2740,236.8,98.96,51.9,124.9,86.9,314.8,330,641,1655.5,3.765,661.8,3481.2,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/8,1261.12,1277.55,1254.99,1275.92,390849,664,1206.5,26.18,3.5595,1798.4,2739,237.3,97.96,51.94,124.075,85.725,313,328,659.25,1670.6,3.769,677.15,3513.7,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/9,1275.18,1275.18,1226.64,1229.1,465974,666,1201.5,26.03,3.5775,1793,2680,231.45,98.18,51.98,123.5,85.6,309.9,330.75,657.75,1641.7,3.763,654.75,3504,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/10,1229.59,1246.22,1227.7,1239.7,400276,662,1180,25.7,3.3725,1766.8,2585,232.8,100.78,51.37,123.675,87.1,304.3,326,648.75,1625.3,3.708,647.7,3409.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/11,1240.12,1266.98,1240.12,1263.85,335785,650.5,1169.25,25.53,3.462,1789.5,2520,235.05,99.99,51.02,122.3,86.75,301,325,625.75,1645.2,3.659,662.7,3467.1001,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/14,1263.85,1263.85,1246.68,1251.78,321968,644.75,1181,25.45,3.517,1779,2521,238.35,100.9,51.59,121.15,87.35,302.7,322.5,622,1642.6,3.553,664.2,3401.3,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/15,1251.7,1264.25,1244.34,1257.81,359930,645.75,1206.25,25,3.499,1783.1,2448,240,104.69,52.65,122,87.275,305.1,322.5,634.25,1641.2,3.483,666.95,3460,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/16,1257.81,1259.61,1235.67,1236.91,408501,648,1203,24.81,3.499,1777.5,2327,238.5,104.36,52.65,122.25,86.4,302,321.75,639.75,1629.7,3.439,662.6,3446,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/17,1236.56,1237.73,1209.43,1216.13,459645,641.75,1192,24.51,3.462,1755.3,2374,236.25,103.96,52.52,122.5,87.625,297.9,318,617.5,1579.6,3.479,642.15,3161,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/18,1216.19,1223.51,1211.36,1215.65,382761,617.25,1177.5,24.33,3.4045,1736,2364,236,100.15,51.79,121.425,87.65,298.5,305.75,602.5,1587,3.444,605.05,3241.3,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/21,1215.62,1215.62,1183.16,1192.98,405007,611.25,1174.25,24.32,3.369,1704.6,2295,234.5,95.78,51,120.325,88,297.5,307,602,1542.1,3.44,585.7,3117.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/22,1192.98,1196.81,1181.65,1188.04,391171,601.5,1155.75,24.28,3.3455,1702.2,2314,233.8,90.75,50.78,121.5,88.075,292.4,305,597,1570.5,3.455,601.05,3300,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/23,1187.48,1187.48,1161.79,1161.79,379894,601.25,1158.5,23.52,3.332,1700,2260,236.6,91.7,50.77,122.2,88.15,292.2,302.5,595.5,1556.8,3.483,589.75,3188.2,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/25,1161.41,1172.66,1158.66,1158.67,166420,594.5,1125.75,23.16,3.274,1693.5,2256,231.45,91.55,49.25,121.9,88.4,285.5,298,586.25,1531.6,3.549,570,3123.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/28,1158.67,1197.35,1158.67,1192.55,392075,596.25,1127.25,23.41,3.3675,1710.8,2271,234,92.1,49.16,122.125,88.425,287.8,300.25,585.75,1538.5,3.58,595,3216,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/29,1192.56,1203.67,1191.8,1195.19,399265,605.5,1138.5,23.64,3.402,1718.4,2177,228.5,92.73,49.73,121.35,88.075,289.7,317.5,599.25,1539.7,3.64,587.95,3214.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/11/30,1196.72,1247.11,1196.72,1246.96,580191,609.75,1146,23.95,3.62,1749.2,2162,233.8,93.5,50.01,122.1,88.7,291.1,343.75,609.5,1559.8,3.639,624.9,3291.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/1,1246.91,1251.09,1239.73,1244.58,381868,606,1143.75,23.88,3.5815,1753.3,2177,235.7,92,49.75,122.45,88.475,291.6,344.75,607.5,1556.2,3.689,643.8,3338,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/2,1246.03,1260.08,1243.35,1244.28,414431,598.25,1144.5,23.94,3.6085,1762.9,2166,234,91.74,50.05,122.975,87.725,290.1,320,620,1547.5,3.663,660.7,3355.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/5,1244.33,1266.73,1244.33,1257.08,414806,593.75,1148.5,24.18,3.6195,1752.6,2035,235.2,92.59,50.63,122.125,86.4,288.5,326.25,617.25,1531.5,3.572,649.45,3296,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/6,1257.19,1266.03,1253.03,1258.47,373423,586,1131.75,24.25,3.585,1731.8,2000,233.7,93.65,49.98,119.6,86.7,283,300,603,1523,3.507,668.6,3267.2,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/7,1258.14,1267.06,1244.8,1261.01,416054,588.75,1137,24.25,3.602,1741.9,1974,231.7,91.6,50.24,119.3,86.5,284.4,300,594.75,1521,3.504,683.2,3266.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/8,1260.87,1260.87,1231.47,1234.35,429837,591.5,1136.5,24.22,3.591,1752.3,1968,227.35,92.99,50.21,119.525,85.95,284.9,295,583.5,1493.4,3.55,673.2,3315,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/9,1234.48,1258.25,1234.48,1255.19,383061,593,1133.5,24.13,3.563,1720.7,1947,226,92.75,50.2,118.9,85.65,283.5,300,575.75,1523,3.441,684.65,3225.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/12,1255.05,1255.05,1227.25,1236.47,360057,588.5,1115,23.89,3.5045,1708.2,2021,224,90.84,49.3,118.525,86.25,278.6,300,579,1485.9,3.271,661,3175.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/13,1236.83,1249.86,1219.43,1225.73,412157,592,1127,23.6,3.476,1671.8,2143,221,88.22,49.45,119,86.15,286,306.5,597,1491.3,3.299,663.7,3140,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/14,1225.73,1225.73,1209.47,1211.82,429829,590.75,1119.25,23.53,3.4095,1639.5,2023,219.25,87.42,48.58,118.25,85.8,282.8,305,598,1425.3,3.287,617.7,3099,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/15,1212.12,1225.6,1212.12,1215.75,381034,584,1114,23.24,3.31,1592.8,2210,215,86.71,49.05,118.85,86.45,284.2,306,588,1406,3.204,618.85,2922.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/16,1216.09,1231.04,1215.2,1219.66,534580,587.5,1132,23.14,3.35,1595.9,2177,214.25,88.29,49.61,118.425,85.475,290.5,307,587.5,1416.3,3.173,623.65,2975,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/19,1219.74,1224.57,1202.37,1205.35,365982,604,1148.75,23.18,3.321,1603.4,2130,215.3,87.5,50.05,121.15,84.75,294.3,308,603,1412.6,3.12,615.6,2960,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/20,1205.72,1242.82,1205.72,1241.3,405559,608.5,1149.75,23.7,3.3785,1617,2191,224.05,88.14,49.82,121.4,84.35,296.6,311,609,1431.9,3.15,626.65,2949.6001,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/21,1241.25,1245.09,1229.51,1243.72,295902,619,1159,23.62,3.407,1635,2247,222.8,87.38,49.72,121.15,84.05,301.4,311.25,618,1430.7,3.192,632.15,2997.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/22,1243.72,1255.22,1243.72,1254,349225,625,1168,23.5,3.419,1610,2253,223.4,87.44,50.47,123.25,84.7,302.4,314,625.75,1423.4,3.201,652.45,2923.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/23,1254,1265.42,1254,1265.33,223383,621.75,1167.25,23.86,3.4645,1612.8,2239,222.85,87.65,51.05,124.35,86.075,299.5,313,627.75,1429.5,3.169,665.55,2928,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/27,1265.02,1269.37,1262.3,1265.43,213059,636.75,1206,23.85,3.43,1599,2245,223,88.12,52.27,124.275,85.95,309.9,318.5,647,1433.9,3.181,665.9,2897,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/28,1265.38,1265.85,1248.64,1249.64,234998,646.25,1209,24,3.3995,1588.6,2231,229.3,91.91,52.1,123.6,86.525,312.6,318.5,656,1436.2,3.14,646.6,2859.5,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/29,1249.75,1263.54,1249.75,1263.02,227813,645.75,1201.75,23.6,3.397,1559.3,2145,227.2,92.09,51.66,123.25,85.475,311.2,317.75,654.5,1387.2,3.148,623.2,2752,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2011/12/30,1262.82,1264.12,1257.46,1257.6,227185,648.5,1206.5,23.4,3.438,1579.5,2145,227.6,91.85,52.16,125.575,85.075,311.9,314,654.5,1399.7,3.042,655.6,2834,15796.5,10761.6,3561.2,1112.4,2448.8,7200.4,2504.1,2400.1,2009,441.8,926.5,640.7,391.2,104,-600.7,2137.8,1491.6,646.2,2738.5,2290.2,448.3,3131.4,1291.2,826.3,464.8,1840.3
2012/1/3,1258.86,1284.62,1258.86,1277.06,394371,664.25,1235,24.55,3.531,1604.3,2179,228,95.8,53.46,123.2,85.65,317.8,317,670.75,1429.3,3.074,662.95,2963,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/4,1277.03,1278.73,1268.1,1277.3,359258,661.75,1226.75,24.65,3.48,1618.6,2141,229.15,96.48,52.9,121.8,86,317.8,301,663,1437.8,3.123,653,2962.5,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/5,1277.3,1283.05,1265.26,1281.06,431595,659.75,1224.5,24.52,3.4245,1624.1,2115,225.8,95.92,52.77,122.5,85.1,316.8,298,650.25,1425.1,3.123,643.85,2935,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/6,1280.93,1281.84,1273.34,1277.81,365683,649.5,1209.5,23.55,3.4375,1627.8,2068,222.4,95.92,52.03,121.375,84.6,313.1,293,636.75,1418.6,3.077,613.45,2940.5,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/9,1277.83,1281.99,1274.55,1280.7,337160,663,1227,23.48,3.4175,1620.1,2199,224.5,96.9,52.02,120.75,84.2,321.5,296.5,645,1427.6,3.032,617.3,2915,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/10,1280.77,1296.46,1280.77,1292.08,422196,657.5,1229.25,23.48,3.51,1639,2369,226.1,97.08,52.23,121.8,84.4,319.9,299.75,644.75,1471.2,3.045,634.65,3010,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/11,1292.02,1293.8,1285.41,1292.48,396812,655.5,1221.5,23.75,3.5485,1645.4,2388,235.2,97.28,51.68,122,84,316,302.25,644,1496.6,2.929,645.1,2999,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/12,1292.48,1296.82,1285.77,1295.5,401989,659.5,1206,23.85,3.645,1656.1,2376,238.5,97.5,51.5,121.8,84.375,306.2,300.75,648.75,1499,2.772,640.7,3064,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/13,1294.82,1294.82,1277.58,1289.09,369237,614.75,1185.25,23.96,3.647,1643.4,2300,236.4,95.98,50.2,122.8,85.825,306.4,289.25,610,1486.8,2.711,634.5,2985,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
2012/1/17,1290.22,1303,1290.22,1293.67,401049,608.75,1186,24.22,3.7485,1657.8,2287,229.25,99.47,51.24,123.8,86.25,311,288,611.75,1531.2,2.587,654.95,3050,16019.8,10922.4,3628.7,1138.1,2490.6,7293.7,2567.8,2487.5,2073.4,470.1,957.8,645.4,414.1,80.3,-615.1,2164.6,1507.4,657.2,2779.7,2326.4,453.3,3144.7,1295.6,824.1,471.5,1849
